id,target_competitor,question,evaluation_query,answer,contexts,ground_truth,confidence_score,should_abstain,faithfulness,answer_relevancy,context_precision,context_recall
37,University of Liverpool,Does this program offer a placement year in industry?,Does this program offer a placement year in industry?,"Yes, a placement year is available.","[""Institution: University of Liverpool\nCourse Code: CS700\ncurriculum_year_1: Year 1 Modules include Programming Fundamentals, Discrete Mathematics, and Systems Architecture.\ncurriculum_year_2: Year 2 Modules include Data Structures and Algorithms, Software Engineering, and Database Systems.\ncurriculum_year_3: Year 3 Modules include Artificial Intelligence, Distributed Systems, and a Final Year Project.\nindustrial_placements: Industrial PlacementsAn optional placement year is available between Years 2 and 3.\ninfrastructure_and_facilities: Lab InfrastructureStudents use dedicated computing labs and specialist software engineering facilities.\nentry_requirements: The supplied 2026 source states that subject-specific entry requirements continue to apply during Clearing. English requirements include IELTS 6.0 overall with no component below 5.5, TOEFL iBT 88 for tests taken by 20 January 2026 or 4.5 under the later scale, Duolingo 115, and PTE Academic 59 with no component below 59. Pre-sessional English is available where applicable.\nstudent_support: Student SupportAcademic advisors, wellbeing services, and careers guidance are available throughout the programme.\ncareer_outcomes: Career OutcomesGraduates progress into software engineering, data, and technology consulting roles.\nentry_requirements_2026: The supplied 2026 source states that subject-specific entry requirements continue to apply during Clearing. English requirements include IELTS 6.0 overall with no component below 5.5, TOEFL iBT 88 for tests taken by 20 January 2026 or 4.5 under the later scale, Duolingo 115, and PTE Academic 59 with no component below 59. Pre-sessional English is available where applicable.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 28; CUG Overall UK 23; QS World Ranking 147.\nfees_2026: 2026/27 tuition: UK \u00a39,790 per year; International \u00a332,000 per year. Year in industry \u00a31,955; year abroad \u00a31,465 for the China option, and international year abroad \u00a316,000.\ncourse_data_2026: Year 1 compulsory study includes Analytic Techniques, Computer Systems, Data Structures and Algorithms, Foundations of Computer Science, AI, Object-Oriented Programming, and Programming. Year 2 includes Complexity of Algorithms, Database Development, Group Software Project, Software Engineering, and specialist options. Year 3 includes a 30-credit honours project and options such as networks, formal methods, robotics, quantum computing, and cloud computing; year-in-industry and year-abroad routes are available.""]",Yes. An optional placement year is available between Years 2 and 3,0.6210107170932591,False,0.8083,0.7575,0.8983,0.7728
38,University of Liverpool,What dedicated facilities do computer science students have access to?,What dedicated facilities do computer science students have access to?,Access to Linux labs and robotics environments is provided.,"[""Institution: University of Liverpool\nCourse Code: CS700\ncurriculum_year_1: Year 1 Modules include Programming Fundamentals, Discrete Mathematics, and Systems Architecture.\ncurriculum_year_2: Year 2 Modules include Data Structures and Algorithms, Software Engineering, and Database Systems.\ncurriculum_year_3: Year 3 Modules include Artificial Intelligence, Distributed Systems, and a Final Year Project.\nindustrial_placements: Industrial PlacementsAn optional placement year is available between Years 2 and 3.\ninfrastructure_and_facilities: Lab InfrastructureStudents use dedicated computing labs and specialist software engineering facilities.\nentry_requirements: The supplied 2026 source states that subject-specific entry requirements continue to apply during Clearing. English requirements include IELTS 6.0 overall with no component below 5.5, TOEFL iBT 88 for tests taken by 20 January 2026 or 4.5 under the later scale, Duolingo 115, and PTE Academic 59 with no component below 59. Pre-sessional English is available where applicable.\nstudent_support: Student SupportAcademic advisors, wellbeing services, and careers guidance are available throughout the programme.\ncareer_outcomes: Career OutcomesGraduates progress into software engineering, data, and technology consulting roles.\nentry_requirements_2026: The supplied 2026 source states that subject-specific entry requirements continue to apply during Clearing. English requirements include IELTS 6.0 overall with no component below 5.5, TOEFL iBT 88 for tests taken by 20 January 2026 or 4.5 under the later scale, Duolingo 115, and PTE Academic 59 with no component below 59. Pre-sessional English is available where applicable.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 28; CUG Overall UK 23; QS World Ranking 147.\nfees_2026: 2026/27 tuition: UK \u00a39,790 per year; International \u00a332,000 per year. Year in industry \u00a31,955; year abroad \u00a31,465 for the China option, and international year abroad \u00a316,000.\ncourse_data_2026: Year 1 compulsory study includes Analytic Techniques, Computer Systems, Data Structures and Algorithms, Foundations of Computer Science, AI, Object-Oriented Programming, and Programming. Year 2 includes Complexity of Algorithms, Database Development, Group Software Project, Software Engineering, and specialist options. Year 3 includes a 30-credit honours project and options such as networks, formal methods, robotics, quantum computing, and cloud computing; year-in-industry and year-abroad routes are available.""]",Computer science students have access to dedicated computing labs and specialist software engineering facilities,0.8051405007059063,False,0.8897,0.8079,0.6576,0.7337
39,Liverpool John Moores University,What are the core modules taught in Year 1?,What are the core modules taught in Year 1?,"Year 1 core modules include COMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture","[""Institution: Liverpool John Moores University\nCourse Code: CS808\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: The supplied 2026 source lists a minimum of 64 UCAS points and directs applicants to the Clearing application form or hotline for the latest entry requirements.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 62; CUG Overall UK 76; QS World Ranking 851-900.\nentry_requirements: The supplied 2026 source lists a minimum of 64 UCAS points and directs applicants to the Clearing application form or hotline for the latest entry requirements.\nfees_2026: 2026/27 home tuition \u00a39,790 per year, subject to Parliamentary approval. Study abroad year \u00a31,465; placement year \u00a31,955. International fee was not stated in the supplied extract.\ncourse_data_2026: Foundation modules include Mathematics, Programming, Information Systems Development, Creative Computing, Applied Computing, and Algorithms. Year 1 includes Intro to Programming, Professional Practice, Data Modelling, Foundations of Computer Science, Web Development, and Computer Systems Architecture. Year 2 includes Group Project, Databases, Operating Systems, Algorithm Design, and Automata. Year 3 includes Computer Graphics, Contemporary Concepts, and a 40-credit Project, with AI, cryptography, network defence, and embedded-systems options.""]","Year 1 core modules include COMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture",0.694050860582326,False,0.8559,0.8813,0.6317,0.9828
40,Liverpool John Moores University,What are the core modules taught in Year 2?,What are the core modules taught in Year 2?,"Year 2 core modules include COMP2333 Data Structures, Software Engineering Paradigms, Database Systems","[""Institution: Liverpool John Moores University\nCourse Code: CS808\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: The supplied 2026 source lists a minimum of 64 UCAS points and directs applicants to the Clearing application form or hotline for the latest entry requirements.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 62; CUG Overall UK 76; QS World Ranking 851-900.\nentry_requirements: The supplied 2026 source lists a minimum of 64 UCAS points and directs applicants to the Clearing application form or hotline for the latest entry requirements.\nfees_2026: 2026/27 home tuition \u00a39,790 per year, subject to Parliamentary approval. Study abroad year \u00a31,465; placement year \u00a31,955. International fee was not stated in the supplied extract.\ncourse_data_2026: Foundation modules include Mathematics, Programming, Information Systems Development, Creative Computing, Applied Computing, and Algorithms. Year 1 includes Intro to Programming, Professional Practice, Data Modelling, Foundations of Computer Science, Web Development, and Computer Systems Architecture. Year 2 includes Group Project, Databases, Operating Systems, Algorithm Design, and Automata. Year 3 includes Computer Graphics, Contemporary Concepts, and a 40-credit Project, with AI, cryptography, network defence, and embedded-systems options.""]","Year 2 core modules include COMP2333 Data Structures, Software Engineering Paradigms, Database Systems",0.5107715613205116,False,0.7565,0.7836,0.7636,0.9103
41,Liverpool John Moores University,Does this program offer a placement year in industry?,Does this program offer a placement year in industry?,"Yes, a placement year is available.","[""Institution: Liverpool John Moores University\nCourse Code: CS808\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: The supplied 2026 source lists a minimum of 64 UCAS points and directs applicants to the Clearing application form or hotline for the latest entry requirements.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 62; CUG Overall UK 76; QS World Ranking 851-900.\nentry_requirements: The supplied 2026 source lists a minimum of 64 UCAS points and directs applicants to the Clearing application form or hotline for the latest entry requirements.\nfees_2026: 2026/27 home tuition \u00a39,790 per year, subject to Parliamentary approval. Study abroad year \u00a31,465; placement year \u00a31,955. International fee was not stated in the supplied extract.\ncourse_data_2026: Foundation modules include Mathematics, Programming, Information Systems Development, Creative Computing, Applied Computing, and Algorithms. Year 1 includes Intro to Programming, Professional Practice, Data Modelling, Foundations of Computer Science, Web Development, and Computer Systems Architecture. Year 2 includes Group Project, Databases, Operating Systems, Algorithm Design, and Automata. Year 3 includes Computer Graphics, Contemporary Concepts, and a 40-credit Project, with AI, cryptography, network defence, and embedded-systems options.""]",Yes. Optional 12 month sandwich placement program verified across partner firms in tech sectors,0.472190239438197,False,0.8021,0.7578,0.7987,0.8303
42,Liverpool John Moores University,What dedicated facilities do computer science students have access to?,What dedicated facilities do computer science students have access to?,Access to Linux labs and robotics environments is provided.,"[""Institution: Liverpool John Moores University\nCourse Code: CS808\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: The supplied 2026 source lists a minimum of 64 UCAS points and directs applicants to the Clearing application form or hotline for the latest entry requirements.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 62; CUG Overall UK 76; QS World Ranking 851-900.\nentry_requirements: The supplied 2026 source lists a minimum of 64 UCAS points and directs applicants to the Clearing application form or hotline for the latest entry requirements.\nfees_2026: 2026/27 home tuition \u00a39,790 per year, subject to Parliamentary approval. Study abroad year \u00a31,465; placement year \u00a31,955. International fee was not stated in the supplied extract.\ncourse_data_2026: Foundation modules include Mathematics, Programming, Information Systems Development, Creative Computing, Applied Computing, and Algorithms. Year 1 includes Intro to Programming, Professional Practice, Data Modelling, Foundations of Computer Science, Web Development, and Computer Systems Architecture. Year 2 includes Group Project, Databases, Operating Systems, Algorithm Design, and Automata. Year 3 includes Computer Graphics, Contemporary Concepts, and a 40-credit Project, with AI, cryptography, network defence, and embedded-systems options.""]",Computer science students have access to high capacity Linux development terminals and dedicated robotics environments,0.6390303005807807,False,0.7708,0.8644,0.7654,0.9642
43,Manchester Metropolitan University,What are the core modules taught in Year 1?,What are the core modules taught in Year 1?,Year 1 core modules include core programming and discrete math modules.,"[""Institution: Manchester Metropolitan University\nCourse Code: CS909\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level BBB including grade B in IT, Computer Science, Mathematics, Digital Technology, Software Systems Development, or a science subject. BTEC/OCR Extended Diploma DDD in IT or Computing. Access to HE Pass in Computing, IT, or Science with minimum 122 UCAS Tariff points. IB minimum 30 overall or 120 UCAS points including HL5 in a relevant subject. GCSE English and Mathematics C/4. IELTS 6.0 overall with no component below 5.5.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 68; CUG Overall UK 50; QS World Ranking 643.\nentry_requirements: A-level BBB including grade B in IT, Computer Science, Mathematics, Digital Technology, Software Systems Development, or a science subject. BTEC/OCR Extended Diploma DDD in IT or Computing. Access to HE Pass in Computing, IT, or Science with minimum 122 UCAS Tariff points. IB minimum 30 overall or 120 UCAS points including HL5 in a relevant subject. GCSE English and Mathematics C/4. IELTS 6.0 overall with no component below 5.5.\nfees_2026: UK full-time tuition \u00a39,790 per year; UK foundation fee \u00a39,790. International full-time and foundation fees \u00a321,500 per year.\ncourse_data_2026: The course covers programming, mathematics for computing, computer architecture, web development, databases, algorithms, networks, operating systems, AI, scalable architecture, cloud computing, and a final-year project. Core examples include Computing Fundamentals, Introduction to Programming, Team Project, Web Development and Databases, Computer Graphics, Advanced Programming Design, and Networks and Operating Systems. A four-year placement route is available.""]","Year 1 core modules include COMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture",0.4215720151575229,False,0.7602,0.8645,0.6026,0.838
44,Manchester Metropolitan University,What are the core modules taught in Year 2?,What are the core modules taught in Year 2?,"Year 2 core modules include COMP2333 Data Structures, Software Engineering Paradigms, Database Systems","[""Institution: Manchester Metropolitan University\nCourse Code: CS909\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level BBB including grade B in IT, Computer Science, Mathematics, Digital Technology, Software Systems Development, or a science subject. BTEC/OCR Extended Diploma DDD in IT or Computing. Access to HE Pass in Computing, IT, or Science with minimum 122 UCAS Tariff points. IB minimum 30 overall or 120 UCAS points including HL5 in a relevant subject. GCSE English and Mathematics C/4. IELTS 6.0 overall with no component below 5.5.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 68; CUG Overall UK 50; QS World Ranking 643.\nentry_requirements: A-level BBB including grade B in IT, Computer Science, Mathematics, Digital Technology, Software Systems Development, or a science subject. BTEC/OCR Extended Diploma DDD in IT or Computing. Access to HE Pass in Computing, IT, or Science with minimum 122 UCAS Tariff points. IB minimum 30 overall or 120 UCAS points including HL5 in a relevant subject. GCSE English and Mathematics C/4. IELTS 6.0 overall with no component below 5.5.\nfees_2026: UK full-time tuition \u00a39,790 per year; UK foundation fee \u00a39,790. International full-time and foundation fees \u00a321,500 per year.\ncourse_data_2026: The course covers programming, mathematics for computing, computer architecture, web development, databases, algorithms, networks, operating systems, AI, scalable architecture, cloud computing, and a final-year project. Core examples include Computing Fundamentals, Introduction to Programming, Team Project, Web Development and Databases, Computer Graphics, Advanced Programming Design, and Networks and Operating Systems. A four-year placement route is available.""]","Year 2 core modules include COMP2333 Data Structures, Software Engineering Paradigms, Database Systems",0.7997750519025224,False,0.9185,0.7893,0.7609,0.7535
45,Manchester Metropolitan University,Does this program offer a placement year in industry?,Does this program offer a placement year in industry?,Yes. Optional 12 month sandwich placement program verified across partner firms in tech sectors,"[""Institution: Manchester Metropolitan University\nCourse Code: CS909\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level BBB including grade B in IT, Computer Science, Mathematics, Digital Technology, Software Systems Development, or a science subject. BTEC/OCR Extended Diploma DDD in IT or Computing. Access to HE Pass in Computing, IT, or Science with minimum 122 UCAS Tariff points. IB minimum 30 overall or 120 UCAS points including HL5 in a relevant subject. GCSE English and Mathematics C/4. IELTS 6.0 overall with no component below 5.5.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 68; CUG Overall UK 50; QS World Ranking 643.\nentry_requirements: A-level BBB including grade B in IT, Computer Science, Mathematics, Digital Technology, Software Systems Development, or a science subject. BTEC/OCR Extended Diploma DDD in IT or Computing. Access to HE Pass in Computing, IT, or Science with minimum 122 UCAS Tariff points. IB minimum 30 overall or 120 UCAS points including HL5 in a relevant subject. GCSE English and Mathematics C/4. IELTS 6.0 overall with no component below 5.5.\nfees_2026: UK full-time tuition \u00a39,790 per year; UK foundation fee \u00a39,790. International full-time and foundation fees \u00a321,500 per year.\ncourse_data_2026: The course covers programming, mathematics for computing, computer architecture, web development, databases, algorithms, networks, operating systems, AI, scalable architecture, cloud computing, and a final-year project. Core examples include Computing Fundamentals, Introduction to Programming, Team Project, Web Development and Databases, Computer Graphics, Advanced Programming Design, and Networks and Operating Systems. A four-year placement route is available.""]",Yes. Optional 12 month sandwich placement program verified across partner firms in tech sectors,0.7215328144865544,False,0.8643,0.7929,0.6636,0.9681
46,Manchester Metropolitan University,What dedicated facilities do computer science students have access to?,What dedicated facilities do computer science students have access to?,Access to Linux labs and robotics environments is provided.,"[""Institution: Manchester Metropolitan University\nCourse Code: CS909\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level BBB including grade B in IT, Computer Science, Mathematics, Digital Technology, Software Systems Development, or a science subject. BTEC/OCR Extended Diploma DDD in IT or Computing. Access to HE Pass in Computing, IT, or Science with minimum 122 UCAS Tariff points. IB minimum 30 overall or 120 UCAS points including HL5 in a relevant subject. GCSE English and Mathematics C/4. IELTS 6.0 overall with no component below 5.5.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 68; CUG Overall UK 50; QS World Ranking 643.\nentry_requirements: A-level BBB including grade B in IT, Computer Science, Mathematics, Digital Technology, Software Systems Development, or a science subject. BTEC/OCR Extended Diploma DDD in IT or Computing. Access to HE Pass in Computing, IT, or Science with minimum 122 UCAS Tariff points. IB minimum 30 overall or 120 UCAS points including HL5 in a relevant subject. GCSE English and Mathematics C/4. IELTS 6.0 overall with no component below 5.5.\nfees_2026: UK full-time tuition \u00a39,790 per year; UK foundation fee \u00a39,790. International full-time and foundation fees \u00a321,500 per year.\ncourse_data_2026: The course covers programming, mathematics for computing, computer architecture, web development, databases, algorithms, networks, operating systems, AI, scalable architecture, cloud computing, and a final-year project. Core examples include Computing Fundamentals, Introduction to Programming, Team Project, Web Development and Databases, Computer Graphics, Advanced Programming Design, and Networks and Operating Systems. A four-year placement route is available.""]",Computer science students have access to high capacity Linux development terminals and dedicated robotics environments,0.5236989217474354,False,0.7488,0.8632,0.8216,0.8795
47,Queen Mary University of London,What are the core modules taught in Year 1?,What are the core modules taught in Year 1?,"Year 1 core modules include COMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture","[""Institution: Queen Mary University of London\nCourse Code: CS010\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level AAA including one of Mathematics, Computer Science, or Physics. IB minimum 36 overall with 6,6,6 at Higher Level including one of those subjects. GCSE minimum five passes including English grade C/4 and Mathematics grade B/5. Standard contextual offer ABB; enhanced contextual offer BBB, including Maths, Physics, or Computer Science.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 27; CUG Overall UK 41; QS World Ranking 110.\nentry_requirements: A-level AAA including one of Mathematics, Computer Science, or Physics. IB minimum 36 overall with 6,6,6 at Higher Level including one of those subjects. GCSE minimum five passes including English grade C/4 and Mathematics grade B/5. Standard contextual offer ABB; enhanced contextual offer BBB, including Maths, Physics, or Computer Science.\nfees_2026: 2026 Computer Science BSc fees: Home \u00a39,790; Overseas \u00a332,950. The page lists indicative Clearing requirements and a September 2026 start.\ncourse_data_2026: The three-year BSc includes Year 1 procedural programming, systems and networks, discrete structures, web technology, information systems, and automata. Year 2 covers software engineering, probability, databases, algorithms, operating systems, graphical user interfaces, and internet protocols, with an optional summer internship. Year 3 includes a 60-credit project and specialist options; industrial experience and year-abroad routes are available.""]","Year 1 core modules include COMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture",0.3744238565090947,False,0.924,0.6952,0.7973,0.7376
48,Queen Mary University of London,What are the core modules taught in Year 2?,What are the core modules taught in Year 2?,"Year 2 core modules include COMP2333 Data Structures, Software Engineering Paradigms, Database Systems","[""Institution: Queen Mary University of London\nCourse Code: CS010\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level AAA including one of Mathematics, Computer Science, or Physics. IB minimum 36 overall with 6,6,6 at Higher Level including one of those subjects. GCSE minimum five passes including English grade C/4 and Mathematics grade B/5. Standard contextual offer ABB; enhanced contextual offer BBB, including Maths, Physics, or Computer Science.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 27; CUG Overall UK 41; QS World Ranking 110.\nentry_requirements: A-level AAA including one of Mathematics, Computer Science, or Physics. IB minimum 36 overall with 6,6,6 at Higher Level including one of those subjects. GCSE minimum five passes including English grade C/4 and Mathematics grade B/5. Standard contextual offer ABB; enhanced contextual offer BBB, including Maths, Physics, or Computer Science.\nfees_2026: 2026 Computer Science BSc fees: Home \u00a39,790; Overseas \u00a332,950. The page lists indicative Clearing requirements and a September 2026 start.\ncourse_data_2026: The three-year BSc includes Year 1 procedural programming, systems and networks, discrete structures, web technology, information systems, and automata. Year 2 covers software engineering, probability, databases, algorithms, operating systems, graphical user interfaces, and internet protocols, with an optional summer internship. Year 3 includes a 60-credit project and specialist options; industrial experience and year-abroad routes are available.""]","Year 2 core modules include COMP2333 Data Structures, Software Engineering Paradigms, Database Systems",0.7424646848998495,False,0.8588,0.6993,0.6928,0.8139
49,Queen Mary University of London,Does this program offer a placement year in industry?,Does this program offer a placement year in industry?,Yes. Optional 12 month sandwich placement program verified across partner firms in tech sectors,"[""Institution: Queen Mary University of London\nCourse Code: CS010\ncurriculum_year_1: Year 1 ModulesCOMP1111 Procedural Coding, COMP1222 Discrete Mathematics, Systems Architecture.\ncurriculum_year_2: Year 2 ModulesCOMP2333 Data Structures, Software Engineering Paradigms, Database Systems.\ncurriculum_year_3: Year 3 ModulesCOMP3444 Artificial Intelligence Core, Distributed Clusters, Final Year Project.\nindustrial_placements: Industrial PlacementsOptional 12-month sandwich placement program verified across partner firms in tech sectors.\ninfrastructure_and_facilities: Lab InfrastructureAccess to high-capacity Linux development terminals and dedicated robotics environments.\nentry_requirements_2026: A-level AAA including one of Mathematics, Computer Science, or Physics. IB minimum 36 overall with 6,6,6 at Higher Level including one of those subjects. GCSE minimum five passes including English grade C/4 and Mathematics grade B/5. Standard contextual offer ABB; enhanced contextual offer BBB, including Maths, Physics, or Computer Science.\nrankings_2026: 2026 rankings: CUG Computer Science main comparison 27; CUG Overall UK 41; QS World Ranking 110.\nentry_requirements: A-level AAA including one of Mathematics, Computer Science, or Physics. IB minimum 36 overall with 6,6,6 at Higher Level including one of those subjects. GCSE minimum five passes including English grade C/4 and Mathematics grade B/5. Standard contextual offer ABB; enhanced contextual offer BBB, including Maths, Physics, or Computer Science.\nfees_2026: 2026 Computer Science BSc fees: Home \u00a39,790; Overseas \u00a332,950. The page lists indicative Clearing requirements and a September 2026 start.\ncourse_data_2026: The three-year BSc includes Year 1 procedural programming, systems and networks, discrete structures, web technology, information systems, and automata. Year 2 covers software engineering, probability, databases, algorithms, operating systems, graphical user interfaces, and internet protocols, with an optional summer internship. Year 3 includes a 60-credit project and specialist options; industrial experience and year-abroad routes are available.""]",Yes. Optional 12 month sandwich placement program verified across partner firms in tech sectors,0.5662552185696859,False,0.9144,0.7682,0.7269,0.7522
